ID,Vendor ID,Pick_up Loc,Drop Loc,Distance,Pick_up Time,Drop Time,Extra Charges,Total Amount,Trip Duration (min),Hour of Day,Day of Week
14085,2,161.0,186.0,1.52,2017-04-04 14:26:28,2017-04-04 14:48:45,0.0,17.76,22,14,Tuesday
927463,1,239.0,75.0,2.0,2017-04-07 14:13:00,2017-04-07 14:31:59,0.0,16.55,18,14,Friday
228374,2,151.0,238.0,0.7,2017-04-06 14:16:30,2017-04-06 14:20:10,0.0,5.8,3,14,Thursday
245821,1,186.0,68.0,0.6,2017-04-05 14:57:28,2017-04-05 15:06:24,0.0,7.81,8,14,Wednesday
501307,1,140.0,224.0,3.4,2017-04-07 14:45:27,2017-04-07 14:53:58,0.0,12.8,8,14,Friday
398607,2,140.0,45.0,6.17,2017-04-04 14:59:04,2017-04-04 15:12:20,0.0,19.3,13,14,Tuesday
244355,2,166.0,151.0,1.04,2017-04-06 14:03:33,2017-04-06 14:08:52,0.0,8.5,5,14,Thursday
158113,1,113.0,164.0,1.0,2017-04-04 14:44:26,2017-04-04 14:52:33,0.0,9.35,8,14,Tuesday
551002,2,75.0,164.0,3.12,2017-04-07 14:40:00,2017-04-07 15:15:07,0.0,22.8,35,14,Friday
234131,2,68.0,239.0,3.08,2017-04-03 14:54:50,2017-04-03 15:11:19,0.0,15.55,16,14,Monday
897541,1,261.0,181.0,5.7,2017-04-06 14:21:51,2017-04-06 14:52:28,0.0,22.8,30,14,Thursday
451686,1,90.0,125.0,1.2,2017-04-07 14:54:17,2017-04-07 15:00:56,0.0,9.1,6,14,Friday
320933,2,230.0,142.0,1.33,2017-04-05 14:40:07,2017-04-05 14:50:11,0.0,8.8,10,14,Wednesday
900527,2,238.0,239.0,1.01,2017-04-05 14:26:10,2017-04-05 14:33:26,0.0,7.3,7,14,Wednesday
526519,2,50.0,142.0,1.57,2017-04-04 14:00:19,2017-04-04 14:08:26,0.0,9.0,8,14,Tuesday
705248,2,142.0,43.0,1.71,2017-04-04 14:42:42,2017-04-04 14:57:21,0.0,13.56,14,14,Tuesday
731921,1,48.0,50.0,0.8,2017-04-07 14:43:54,2017-04-07 14:50:05,0.0,8.8,6,14,Friday
957813,1,233.0,142.0,2.3,2017-04-05 14:19:14,2017-04-05 14:46:49,0.0,21.35,27,14,Wednesday
777187,2,113.0,186.0,1.8,2017-04-07 14:49:05,2017-04-07 15:09:12,0.0,17.88,20,14,Friday
361906,1,88.0,162.0,5.5,2017-04-07 14:47:35,2017-04-07 15:04:43,0.0,23.15,17,14,Friday
710993,1,164.0,161.0,1.4,2017-04-03 14:16:39,2017-04-03 14:29:31,0.0,10.3,12,14,Monday
293864,2,186.0,161.0,0.82,2017-04-06 14:05:22,2017-04-06 14:16:57,0.0,8.8,11,14,Thursday
63690,1,238.0,239.0,1.0,2017-04-07 14:44:12,2017-04-07 14:50:13,0.0,8.15,6,14,Friday
474678,2,143.0,68.0,1.75,2017-04-04 14:46:04,2017-04-04 14:54:31,0.0,8.8,8,14,Tuesday
511884,2,164.0,137.0,1.39,2017-04-04 14:57:27,2017-04-04 15:12:12,0.0,13.56,14,14,Tuesday
855775,1,236.0,237.0,1.1,2017-04-03 14:58:41,2017-04-03 15:06:58,0.0,8.3,8,14,Monday
379759,2,148.0,233.0,3.09,2017-04-06 14:04:58,2017-04-06 14:15:50,0.0,15.36,10,14,Thursday
632948,1,230.0,186.0,0.5,2017-04-07 14:43:02,2017-04-07 14:45:23,0.0,6.2,2,14,Friday
992656,2,262.0,236.0,1.05,2017-04-04 14:50:14,2017-04-04 14:58:10,0.0,7.8,7,14,Tuesday
1019555,2,144.0,161.0,2.67,2017-04-07 14:13:16,2017-04-07 14:30:48,0.0,16.05,17,14,Friday
852083,1,107.0,162.0,1.1,2017-04-05 14:30:05,2017-04-05 14:38:25,0.0,10.3,8,14,Wednesday
184051,1,237.0,229.0,1.2,2017-04-05 14:42:32,2017-04-05 14:51:33,0.0,9.96,9,14,Wednesday
41696,2,151.0,166.0,0.35,2017-04-06 14:12:35,2017-04-06 14:14:06,0.0,5.16,1,14,Thursday
143906,1,142.0,163.0,0.5,2017-04-06 14:17:58,2017-04-06 14:21:54,0.0,6.3,3,14,Thursday
148463,2,142.0,239.0,0.58,2017-04-05 14:25:55,2017-04-05 14:30:10,0.0,6.96,4,14,Wednesday
793294,2,161.0,236.0,1.87,2017-04-07 14:27:47,2017-04-07 14:46:42,0.0,13.8,18,14,Friday
817615,1,146.0,146.0,0.8,2017-04-06 14:52:42,2017-04-06 14:58:09,0.0,6.3,5,14,Thursday
655495,2,140.0,237.0,0.58,2017-04-05 14:56:25,2017-04-05 15:04:39,0.0,9.49,8,14,Wednesday
110761,2,142.0,162.0,0.9,2017-04-06 14:39:31,2017-04-06 14:54:21,0.0,12.42,14,14,Thursday
976208,1,239.0,151.0,1.0,2017-04-06 14:48:06,2017-04-06 14:56:26,0.0,7.8,8,14,Thursday
564221,1,162.0,236.0,2.5,2017-04-07 14:25:54,2017-04-07 14:43:41,0.0,13.3,17,14,Friday
52487,2,114.0,170.0,2.16,2017-04-05 14:44:43,2017-04-05 15:06:12,0.0,18.36,21,14,Wednesday
858115,2,142.0,48.0,0.68,2017-04-07 14:48:51,2017-04-07 14:52:35,0.0,6.96,3,14,Friday
787869,1,170.0,161.0,0.5,2017-04-06 14:19:00,2017-04-06 14:29:16,0.0,10.75,10,14,Thursday
261976,2,234.0,158.0,1.94,2017-04-07 14:49:29,2017-04-07 15:01:59,0.0,11.3,12,14,Friday
662954,2,234.0,161.0,1.59,2017-04-03 14:35:23,2017-04-03 14:46:27,0.0,11.76,11,14,Monday
511144,2,13.0,209.0,2.24,2017-04-04 14:49:41,2017-04-04 14:59:53,0.0,10.8,10,14,Tuesday
904668,1,90.0,68.0,0.7,2017-04-05 14:06:50,2017-04-05 14:13:26,0.0,6.8,6,14,Wednesday
889335,2,87.0,229.0,6.15,2017-04-05 14:46:26,2017-04-05 15:07:16,0.0,26.16,20,14,Wednesday
938705,1,142.0,140.0,1.9,2017-04-06 14:32:10,2017-04-06 14:48:59,0.0,15.35,16,14,Thursday
916933,2,50.0,107.0,4.31,2017-04-05 14:47:47,2017-04-05 15:23:32,0.0,29.16,35,14,Wednesday
516302,2,186.0,90.0,0.8,2017-04-05 14:06:38,2017-04-05 14:14:17,0.0,7.3,7,14,Wednesday
213200,1,142.0,237.0,1.7,2017-04-04 14:41:07,2017-04-04 14:55:02,0.0,12.43,13,14,Tuesday
60002,1,68.0,90.0,0.4,2017-04-03 14:19:55,2017-04-03 14:23:36,0.0,5.3,3,14,Monday
330094,2,138.0,125.0,11.23,2017-04-07 14:29:33,2017-04-07 15:39:05,0.0,49.8,69,14,Friday
821954,2,13.0,181.0,4.46,2017-04-05 14:03:27,2017-04-05 14:28:18,0.0,29.56,24,14,Wednesday
391279,1,233.0,249.0,2.2,2017-04-07 14:42:33,2017-04-07 14:58:04,0.0,14.75,15,14,Friday
655252,2,239.0,244.0,6.27,2017-04-05 14:31:56,2017-04-05 14:48:14,0.0,21.8,16,14,Wednesday
803285,1,79.0,113.0,0.5,2017-04-07 14:19:41,2017-04-07 14:25:40,0.0,7.55,5,14,Friday
19449,2,209.0,45.0,0.52,2017-04-03 14:02:34,2017-04-03 14:05:57,0.0,5.3,3,14,Monday
849647,2,138.0,70.0,1.75,2017-04-06 14:40:40,2017-04-06 14:48:17,0.0,10.79,7,14,Thursday
1015749,2,237.0,237.0,0.49,2017-04-03 14:23:50,2017-04-03 14:25:59,0.0,4.8,2,14,Monday
232080,2,233.0,164.0,0.75,2017-04-07 14:19:33,2017-04-07 14:37:38,0.0,14.76,18,14,Friday
294993,1,232.0,231.0,1.2,2017-04-04 14:58:10,2017-04-04 15:12:47,0.0,12.8,14,14,Tuesday
260148,1,238.0,42.0,3.6,2017-04-06 14:58:40,2017-04-06 15:23:42,0.0,18.3,25,14,Thursday
973329,2,161.0,163.0,1.08,2017-04-03 14:07:18,2017-04-03 14:15:04,0.0,9.75,7,14,Monday
143956,1,170.0,113.0,1.1,2017-04-05 14:24:31,2017-04-05 14:31:55,0.0,8.75,7,14,Wednesday
448310,1,142.0,140.0,2.0,2017-04-03 14:01:54,2017-04-03 14:15:57,0.0,13.55,14,14,Monday
614838,1,236.0,142.0,1.6,2017-04-07 14:19:49,2017-04-07 14:28:44,0.0,11.15,8,14,Friday
716377,2,138.0,161.0,9.39,2017-04-04 14:50:40,2017-04-04 15:23:38,0.0,49.45,32,14,Tuesday
246410,2,262.0,236.0,0.57,2017-04-06 14:49:04,2017-04-06 14:52:09,0.0,5.3,3,14,Thursday
883210,2,75.0,42.0,1.25,2017-04-07 14:23:26,2017-04-07 14:28:02,0.0,8.16,4,14,Friday
448701,2,75.0,75.0,0.49,2017-04-06 14:28:23,2017-04-06 14:30:43,0.0,4.8,2,14,Thursday
458042,1,237.0,262.0,1.0,2017-04-04 14:32:26,2017-04-04 14:40:14,0.0,8.75,7,14,Tuesday
378253,1,90.0,163.0,2.2,2017-04-07 14:43:27,2017-04-07 15:02:38,0.0,14.3,19,14,Friday
703277,1,140.0,263.0,1.1,2017-04-04 14:20:46,2017-04-04 14:26:28,0.0,6.8,5,14,Tuesday
254886,1,43.0,161.0,2.7,2017-04-04 14:03:57,2017-04-04 14:25:44,0.0,19.55,21,14,Tuesday
435761,2,262.0,239.0,1.55,2017-04-05 14:32:26,2017-04-05 14:47:01,0.0,11.8,14,14,Wednesday
347410,1,143.0,143.0,0.7,2017-04-04 14:54:42,2017-04-04 15:07:06,0.0,12.7,12,14,Tuesday
561968,1,261.0,87.0,0.8,2017-04-07 14:36:47,2017-04-07 14:42:40,0.0,6.8,5,14,Friday
685821,1,162.0,236.0,1.6,2017-04-07 14:35:33,2017-04-07 14:47:52,0.0,12.85,12,14,Friday
696760,2,230.0,231.0,3.31,2017-04-03 14:21:30,2017-04-03 14:48:01,0.0,21.96,26,14,Monday
222419,1,163.0,88.0,6.9,2017-04-05 14:27:25,2017-04-05 15:00:28,0.0,36.75,33,14,Wednesday
799270,1,75.0,68.0,4.3,2017-04-04 14:09:48,2017-04-04 14:38:25,0.0,21.3,28,14,Tuesday
268606,1,249.0,186.0,1.4,2017-04-05 14:07:02,2017-04-05 14:26:19,0.0,13.3,19,14,Wednesday
555039,1,48.0,164.0,0.9,2017-04-03 14:51:48,2017-04-03 15:03:52,0.0,9.8,12,14,Monday
628899,1,237.0,237.0,0.8,2017-04-06 14:34:59,2017-04-06 14:43:16,0.0,9.35,8,14,Thursday
825413,2,170.0,87.0,5.08,2017-04-04 14:40:59,2017-04-04 15:02:18,0.0,25.56,21,14,Tuesday
606646,1,163.0,239.0,1.5,2017-04-04 14:33:31,2017-04-04 14:41:37,0.0,8.3,8,14,Tuesday
63008,2,161.0,237.0,1.53,2017-04-04 14:33:31,2017-04-04 14:47:12,0.0,12.8,13,14,Tuesday
189512,2,229.0,170.0,1.3,2017-04-04 14:11:43,2017-04-04 14:21:58,0.0,8.8,10,14,Tuesday
753493,1,231.0,234.0,2.0,2017-04-05 14:38:01,2017-04-05 14:51:35,0.0,14.15,13,14,Wednesday
1033933,1,237.0,163.0,0.9,2017-04-06 14:20:16,2017-04-06 14:28:45,0.0,7.8,8,14,Thursday
653007,2,249.0,100.0,1.49,2017-04-05 14:56:01,2017-04-05 15:08:31,0.0,11.3,12,14,Wednesday
652529,2,234.0,107.0,1.27,2017-04-07 14:28:27,2017-04-07 14:36:58,0.0,8.3,8,14,Friday
373148,2,237.0,236.0,1.09,2017-04-04 14:52:54,2017-04-04 15:08:21,0.0,11.3,15,14,Tuesday
109525,1,161.0,237.0,0.4,2017-04-05 14:09:26,2017-04-05 14:13:54,0.0,5.3,4,14,Wednesday
149139,2,164.0,137.0,0.82,2017-04-07 14:54:56,2017-04-07 15:02:42,0.0,8.76,7,14,Friday
956236,1,142.0,239.0,0.9,2017-04-07 14:21:27,2017-04-07 14:28:35,0.0,9.36,7,14,Friday
940325,1,249.0,138.0,10.6,2017-04-04 14:33:54,2017-04-04 15:05:12,0.0,48.66,31,14,Tuesday
262708,1,100.0,161.0,0.9,2017-04-07 14:11:35,2017-04-07 14:20:46,0.0,9.95,9,14,Friday
286911,1,164.0,163.0,1.5,2017-04-03 14:47:39,2017-04-03 14:57:16,0.0,8.8,9,14,Monday
286675,1,141.0,161.0,2.2,2017-04-04 14:58:46,2017-04-04 15:16:08,0.0,13.3,17,14,Tuesday
145267,2,249.0,249.0,0.39,2017-04-05 14:02:42,2017-04-05 14:05:32,0.0,5.8,2,14,Wednesday
292165,1,142.0,237.0,1.0,2017-04-07 14:06:50,2017-04-07 14:13:09,0.0,6.8,6,14,Friday
496146,1,237.0,162.0,1.6,2017-04-04 14:03:15,2017-04-04 14:16:57,0.0,12.95,13,14,Tuesday
778516,1,164.0,164.0,0.6,2017-04-04 14:27:03,2017-04-04 14:33:39,0.0,8.8,6,14,Tuesday
366582,1,186.0,230.0,1.4,2017-04-04 14:03:41,2017-04-04 14:23:03,0.0,13.3,19,14,Tuesday
773439,1,161.0,141.0,2.0,2017-04-06 14:21:37,2017-04-06 14:45:23,0.0,18.95,23,14,Thursday
870467,2,162.0,90.0,2.08,2017-04-04 14:37:34,2017-04-04 14:51:44,0.0,14.16,14,14,Tuesday
286057,1,236.0,236.0,0.7,2017-04-03 14:16:38,2017-04-03 14:22:00,0.0,7.56,5,14,Monday
755518,1,264.0,264.0,0.6,2017-04-06 14:31:04,2017-04-06 14:35:45,0.0,6.95,4,14,Thursday
889400,2,164.0,43.0,2.79,2017-04-06 14:24:44,2017-04-06 15:03:23,0.0,22.8,38,14,Thursday
830415,1,163.0,186.0,2.0,2017-04-05 14:50:40,2017-04-05 15:10:38,0.0,14.3,19,14,Wednesday
312666,2,230.0,90.0,1.58,2017-04-06 14:35:38,2017-04-06 14:49:19,0.0,13.5,13,14,Thursday
945027,1,170.0,263.0,2.4,2017-04-07 14:48:04,2017-04-07 15:05:43,0.0,16.56,17,14,Friday
853413,2,132.0,170.0,17.58,2017-04-07 14:37:52,2017-04-07 15:47:49,0.0,63.56,69,14,Friday
782519,1,256.0,113.0,3.2,2017-04-05 14:17:08,2017-04-05 14:37:53,0.0,18.8,20,14,Wednesday
922612,2,238.0,236.0,1.63,2017-04-04 14:34:56,2017-04-04 14:44:51,0.0,10.23,9,14,Tuesday
525192,2,132.0,208.0,15.46,2017-04-06 14:54:25,2017-04-06 15:34:46,0.0,44.8,40,14,Thursday
844837,2,161.0,113.0,2.87,2017-04-07 14:41:58,2017-04-07 15:05:44,0.0,16.8,23,14,Friday
117751,2,79.0,114.0,0.47,2017-04-06 14:17:48,2017-04-06 14:22:47,0.0,5.8,4,14,Thursday
82526,1,163.0,100.0,1.0,2017-04-05 14:16:08,2017-04-05 14:23:36,0.0,9.1,7,14,Wednesday
258039,1,236.0,236.0,0.4,2017-04-03 14:47:49,2017-04-03 14:49:53,0.0,4.94,2,14,Monday
501039,1,238.0,239.0,0.5,2017-04-07 14:25:35,2017-04-07 14:28:25,0.0,6.0,2,14,Friday
405691,1,100.0,233.0,1.5,2017-04-07 14:02:02,2017-04-07 14:17:35,0.0,11.3,15,14,Friday
309805,2,237.0,43.0,1.22,2017-04-05 14:49:12,2017-04-05 14:59:17,0.0,8.3,10,14,Wednesday
902695,2,100.0,90.0,1.09,2017-04-05 14:04:32,2017-04-05 14:11:52,0.0,9.3,7,14,Wednesday
739883,2,170.0,230.0,1.28,2017-04-04 14:32:16,2017-04-04 14:45:08,0.0,10.3,12,14,Tuesday
581690,2,234.0,161.0,0.94,2017-04-04 14:08:41,2017-04-04 14:24:35,0.0,13.56,15,14,Tuesday
452808,2,113.0,100.0,1.97,2017-04-05 14:29:05,2017-04-05 14:40:37,0.0,10.3,11,14,Wednesday
484772,1,166.0,238.0,1.6,2017-04-06 14:40:15,2017-04-06 14:44:56,0.0,8.75,4,14,Thursday
740178,2,237.0,262.0,1.4,2017-04-07 14:26:49,2017-04-07 14:37:07,0.0,12.09,10,14,Friday
366714,1,161.0,141.0,1.1,2017-04-06 14:38:30,2017-04-06 14:44:44,0.0,8.75,6,14,Thursday
901810,1,236.0,142.0,1.8,2017-04-03 14:57:59,2017-04-03 15:07:52,0.0,12.35,9,14,Monday
30126,1,142.0,163.0,0.7,2017-04-04 14:56:00,2017-04-04 14:59:31,0.0,6.95,3,14,Tuesday
1017089,2,186.0,163.0,1.99,2017-04-05 14:06:49,2017-04-05 14:27:10,0.0,16.56,20,14,Wednesday
93516,1,237.0,75.0,2.3,2017-04-06 14:27:14,2017-04-06 14:41:14,0.0,11.8,14,14,Thursday
1024350,2,186.0,79.0,1.84,2017-04-04 14:52:49,2017-04-04 15:13:12,0.0,17.16,20,14,Tuesday
1048484,2,24.0,238.0,0.74,2017-04-07 14:57:23,2017-04-07 15:01:17,0.0,5.8,3,14,Friday
462984,1,230.0,163.0,0.8,2017-04-06 14:41:30,2017-04-06 14:52:44,0.0,9.8,11,14,Thursday
394270,2,237.0,140.0,1.0,2017-04-07 14:40:51,2017-04-07 14:47:29,0.0,8.76,6,14,Friday
977330,2,138.0,263.0,8.86,2017-04-04 14:06:20,2017-04-04 14:29:32,0.0,40.87,23,14,Tuesday
445007,1,148.0,68.0,2.4,2017-04-05 14:32:40,2017-04-05 14:50:24,0.0,16.55,17,14,Wednesday
984186,1,113.0,114.0,0.5,2017-04-04 14:02:39,2017-04-04 14:08:56,0.0,6.3,6,14,Tuesday
996755,1,140.0,143.0,1.7,2017-04-06 14:07:49,2017-04-06 14:29:55,0.0,14.8,22,14,Thursday
646631,2,263.0,100.0,3.05,2017-04-04 14:02:13,2017-04-04 14:27:14,0.0,21.36,25,14,Tuesday
596286,2,132.0,100.0,17.41,2017-04-04 14:12:42,2017-04-04 14:59:44,0.0,58.56,47,14,Tuesday
20245,1,161.0,161.0,0.5,2017-04-04 14:05:19,2017-04-04 14:13:26,0.0,7.3,8,14,Tuesday
966033,1,144.0,79.0,1.1,2017-04-06 14:41:58,2017-04-06 14:49:12,0.0,9.1,7,14,Thursday
377192,1,90.0,249.0,0.9,2017-04-07 14:05:57,2017-04-07 14:10:46,0.0,8.15,4,14,Friday
924708,1,236.0,140.0,1.7,2017-04-04 14:33:41,2017-04-04 14:47:08,0.0,13.5,13,14,Tuesday
549471,2,114.0,234.0,1.09,2017-04-04 14:37:42,2017-04-04 14:50:25,0.0,12.25,12,14,Tuesday
786593,2,237.0,161.0,1.27,2017-04-07 14:09:26,2017-04-07 14:18:44,0.0,9.8,9,14,Friday
834417,1,170.0,107.0,0.7,2017-04-03 14:49:33,2017-04-03 14:53:14,0.0,6.35,3,14,Monday
745242,2,170.0,234.0,0.84,2017-04-06 14:35:05,2017-04-06 14:40:10,0.0,7.56,5,14,Thursday
238089,1,237.0,236.0,1.4,2017-04-05 14:22:05,2017-04-05 14:33:02,0.0,9.3,10,14,Wednesday
162027,1,211.0,113.0,1.0,2017-04-06 14:57:48,2017-04-06 15:06:12,0.0,7.8,8,14,Thursday
603342,1,141.0,246.0,2.7,2017-04-07 14:26:57,2017-04-07 15:02:26,0.0,27.85,35,14,Friday
53085,2,236.0,262.0,1.05,2017-04-06 14:50:39,2017-04-06 14:58:52,0.0,8.8,8,14,Thursday
618842,2,161.0,246.0,2.43,2017-04-05 14:53:21,2017-04-05 15:13:48,0.0,14.8,20,14,Wednesday
525877,2,249.0,100.0,1.97,2017-04-04 14:31:04,2017-04-04 14:44:21,0.0,13.56,13,14,Tuesday
657062,1,186.0,163.0,2.1,2017-04-07 14:41:54,2017-04-07 14:59:15,0.0,15.95,17,14,Friday
799024,1,114.0,13.0,1.8,2017-04-03 14:34:22,2017-04-03 14:46:16,0.0,13.5,11,14,Monday
156248,1,230.0,132.0,17.0,2017-04-05 14:01:47,2017-04-05 15:12:43,0.0,52.8,70,14,Wednesday
699700,2,262.0,237.0,1.47,2017-04-06 14:03:33,2017-04-06 14:17:30,0.0,11.3,13,14,Thursday
936544,2,236.0,237.0,1.08,2017-04-06 14:47:14,2017-04-06 14:56:47,0.0,8.3,9,14,Thursday
686716,2,107.0,231.0,1.81,2017-04-05 14:34:28,2017-04-05 14:47:58,0.0,12.96,13,14,Wednesday
142694,2,87.0,209.0,2.2,2017-04-06 14:35:25,2017-04-06 14:43:04,0.0,10.3,7,14,Thursday
590089,1,264.0,163.0,0.7,2017-04-04 14:55:08,2017-04-04 15:02:02,0.0,6.8,6,14,Tuesday
465239,2,170.0,163.0,1.46,2017-04-05 14:15:41,2017-04-05 14:37:16,0.0,17.16,21,14,Wednesday
966975,2,90.0,158.0,0.63,2017-04-07 14:00:14,2017-04-07 14:05:24,0.0,5.8,5,14,Friday
865359,2,230.0,234.0,1.63,2017-04-05 14:17:15,2017-04-05 14:33:00,0.0,11.8,15,14,Wednesday
396427,1,161.0,162.0,0.8,2017-04-06 14:53:52,2017-04-06 15:10:11,0.0,14.65,16,14,Thursday
106507,1,230.0,48.0,0.6,2017-04-03 14:13:23,2017-04-03 14:17:56,0.0,5.8,4,14,Monday
126941,1,48.0,68.0,0.6,2017-04-04 14:45:37,2017-04-04 14:48:40,0.0,6.6,3,14,Tuesday
180392,2,170.0,234.0,1.44,2017-04-04 14:53:36,2017-04-04 15:01:39,0.0,9.54,8,14,Tuesday
278338,1,138.0,223.0,1.4,2017-04-05 14:29:53,2017-04-05 14:36:17,0.0,7.8,6,14,Wednesday
1045742,2,229.0,233.0,0.94,2017-04-06 14:20:37,2017-04-06 14:27:17,0.0,8.03,6,14,Thursday
809648,2,100.0,90.0,1.18,2017-04-03 14:05:15,2017-04-03 14:15:35,0.0,8.8,10,14,Monday
622089,1,237.0,141.0,0.6,2017-04-07 14:01:10,2017-04-07 14:09:22,0.0,7.3,8,14,Friday
456236,2,100.0,48.0,0.96,2017-04-07 14:06:16,2017-04-07 14:18:58,0.0,10.8,12,14,Friday
881231,1,50.0,68.0,1.6,2017-04-07 14:06:23,2017-04-07 14:14:56,0.0,11.15,8,14,Friday
470926,2,246.0,68.0,0.75,2017-04-05 14:27:42,2017-04-05 14:32:41,0.0,6.3,4,14,Wednesday
639785,2,186.0,234.0,1.08,2017-04-04 14:57:56,2017-04-04 15:07:06,0.0,9.96,9,14,Tuesday
140067,1,50.0,79.0,4.1,2017-04-07 14:51:40,2017-04-07 15:21:22,0.0,26.15,29,14,Friday
277135,2,151.0,41.0,1.58,2017-04-07 14:23:19,2017-04-07 14:33:39,0.0,12.25,10,14,Friday
240030,2,107.0,79.0,0.62,2017-04-03 14:03:44,2017-04-03 14:07:05,0.0,6.3,3,14,Monday
113564,1,90.0,231.0,1.5,2017-04-07 14:47:51,2017-04-07 14:56:53,0.0,9.8,9,14,Friday
154123,2,230.0,161.0,0.61,2017-04-04 14:47:36,2017-04-04 14:58:30,0.0,10.56,10,14,Tuesday
721660,1,137.0,170.0,0.4,2017-04-06 14:39:57,2017-04-06 14:48:25,0.0,7.3,8,14,Thursday
121358,1,229.0,141.0,0.6,2017-04-04 14:46:32,2017-04-04 14:50:00,0.0,5.3,3,14,Tuesday
471190,2,90.0,211.0,1.5,2017-04-04 14:09:36,2017-04-04 14:19:42,0.0,11.16,10,14,Tuesday
357998,1,144.0,249.0,1.2,2017-04-04 14:49:39,2017-04-04 14:58:41,0.0,11.0,9,14,Tuesday
51008,1,43.0,151.0,3.1,2017-04-07 14:00:13,2017-04-07 14:27:01,0.0,20.8,26,14,Friday
256604,1,224.0,107.0,0.5,2017-04-03 14:54:10,2017-04-03 15:00:03,0.0,6.3,5,14,Monday
858792,1,141.0,140.0,0.5,2017-04-05 14:39:52,2017-04-05 14:42:32,0.0,5.75,2,14,Wednesday
573781,2,261.0,48.0,3.96,2017-04-07 14:46:25,2017-04-07 15:12:46,0.0,20.3,26,14,Friday
830595,2,230.0,1.0,17.41,2017-04-06 14:58:13,2017-04-06 15:54:29,0.0,101.76,56,14,Thursday
931278,1,144.0,230.0,3.4,2017-04-04 14:23:42,2017-04-04 15:02:07,0.0,23.8,38,14,Tuesday
438532,1,262.0,141.0,1.2,2017-04-05 14:29:49,2017-04-05 14:38:27,0.0,8.3,8,14,Wednesday
746658,1,164.0,48.0,1.3,2017-04-03 14:18:39,2017-04-03 14:30:50,0.0,11.75,12,14,Monday
912852,2,43.0,90.0,2.62,2017-04-05 14:46:29,2017-04-05 15:03:44,0.0,13.8,17,14,Wednesday
512463,2,237.0,170.0,1.26,2017-04-07 14:32:07,2017-04-07 14:41:15,0.0,10.3,9,14,Friday
48487,2,238.0,236.0,1.4,2017-04-07 14:36:31,2017-04-07 14:43:32,0.0,8.97,7,14,Friday
289247,2,151.0,244.0,4.5,2017-04-05 14:03:35,2017-04-05 14:17:01,0.0,18.3,13,14,Wednesday
42387,2,164.0,163.0,1.6,2017-04-05 14:45:19,2017-04-05 15:00:30,0.0,13.56,15,14,Wednesday
237012,2,239.0,48.0,2.12,2017-04-06 14:43:57,2017-04-06 14:57:26,0.0,11.3,13,14,Thursday
659250,2,48.0,74.0,4.97,2017-04-07 14:29:22,2017-04-07 14:55:29,0.0,20.8,26,14,Friday
7651,1,238.0,239.0,0.7,2017-04-05 14:56:05,2017-04-05 15:00:43,0.0,6.95,4,14,Wednesday
280724,1,143.0,142.0,0.5,2017-04-05 14:57:58,2017-04-05 15:01:04,0.0,4.8,3,14,Wednesday
815275,2,142.0,238.0,1.42,2017-04-05 14:02:49,2017-04-05 14:09:42,0.0,9.3,6,14,Wednesday
654856,1,13.0,170.0,6.0,2017-04-06 14:11:28,2017-04-06 14:33:29,0.0,24.95,22,14,Thursday
724675,2,116.0,238.0,3.53,2017-04-07 14:56:12,2017-04-07 15:18:55,0.0,20.13,22,14,Friday
572367,1,230.0,100.0,0.5,2017-04-03 14:31:30,2017-04-03 14:36:06,0.0,5.3,4,14,Monday
733927,1,142.0,75.0,2.0,2017-04-05 14:26:07,2017-04-05 14:37:02,0.0,10.8,10,14,Wednesday
1034746,1,238.0,239.0,1.1,2017-04-07 14:22:40,2017-04-07 14:28:23,0.0,8.5,5,14,Friday
144796,2,231.0,68.0,2.74,2017-04-03 14:19:43,2017-04-03 14:29:34,0.0,11.3,9,14,Monday
980534,1,186.0,90.0,1.0,2017-04-04 14:41:55,2017-04-04 14:47:16,0.0,6.8,5,14,Tuesday
426551,2,113.0,211.0,1.02,2017-04-07 14:47:24,2017-04-07 14:55:55,0.0,9.75,8,14,Friday
593593,1,229.0,170.0,1.2,2017-04-07 14:13:27,2017-04-07 14:27:27,0.0,12.95,14,14,Friday
885790,1,238.0,262.0,2.0,2017-04-07 14:02:26,2017-04-07 14:15:46,0.0,13.55,13,14,Friday
495700,2,170.0,164.0,1.12,2017-04-06 14:58:25,2017-04-06 15:16:37,0.0,12.3,18,14,Thursday
1035102,2,234.0,163.0,1.98,2017-04-04 14:42:20,2017-04-04 14:59:35,0.0,15.36,17,14,Tuesday
75870,1,142.0,75.0,2.9,2017-04-03 14:25:01,2017-04-03 14:38:44,0.0,12.8,13,14,Monday
592316,1,236.0,161.0,2.1,2017-04-06 14:11:26,2017-04-06 14:40:48,0.0,22.55,29,14,Thursday
913579,1,161.0,211.0,3.0,2017-04-07 14:06:45,2017-04-07 14:24:27,0.0,17.15,17,14,Friday
594608,1,4.0,114.0,1.4,2017-04-04 14:52:58,2017-04-04 15:01:25,0.0,8.8,8,14,Tuesday
1012438,1,238.0,263.0,1.3,2017-04-03 14:49:54,2017-04-03 15:00:18,0.0,11.15,10,14,Monday
327925,1,234.0,113.0,0.8,2017-04-06 14:47:38,2017-04-06 14:51:58,0.0,7.25,4,14,Thursday
419948,2,161.0,114.0,2.51,2017-04-07 14:26:39,2017-04-07 14:44:38,0.0,13.8,17,14,Friday
