COGS,Date,Margin,Market Size,Market,Product Line,Product Type,Product,Profit,Sales,State,Total Expenses
85,41153,114,Major Market,East,Beans,Espresso,Decaf Espresso,58,199,Florida,56
93,41153,130,Major Market,East,Beans,Espresso,Caffe Mocha,17,223,Florida,113
99,41153,150,Major Market,East,Beans,Coffee,Colombian,86,249,Florida,64
96,41153,134,Major Market,East,Beans,Coffee,Decaf Irish Cream,81,230,Florida,53
29,41153,43,Major Market,East,Leaves,Tea,Darjeeling,23,72,Massachusetts,20
20,41153,30,Major Market,East,Leaves,Tea,Green Tea,13,50,Massachusetts,17
45,41153,57,Major Market,East,Leaves,Herbal Tea,Lemon,6,102,Massachusetts,51
155,41153,155,Major Market,East,Beans,Espresso,Regular Espresso,87,310,Massachusetts,68
52,41153,46,Major Market,East,Beans,Espresso,Caffe Mocha,-31,98,Massachusetts,77
60,41153,516,Major Market,East,Beans,Coffee,Colombian,465,576,Massachusetts,51
19,41153,29,Small Market,East,Leaves,Tea,Darjeeling,12,48,New Hampshire,17
0,41153,43,Small Market,East,Leaves,Tea,Green Tea,31,43,New Hampshire,12
40,41153,51,Small Market,East,Leaves,Herbal Tea,Lemon,2,91,New Hampshire,49
24,41153,30,Small Market,East,Beans,Espresso,Regular Espresso,-12,54,New Hampshire,42
44,41153,62,Small Market,East,Beans,Espresso,Caffe Mocha,-7,106,New Hampshire,69
49,41153,71,Small Market,East,Beans,Coffee,Amaretto,33,120,New Hampshire,38
55,41153,84,Small Market,East,Beans,Coffee,Colombian,34,139,New Hampshire,50
100,41153,145,Major Market,East,Leaves,Tea,Darjeeling,106,245,New York,39
123,41153,179,Major Market,East,Leaves,Tea,Earl Grey,133,302,New York,46
81,41153,118,Major Market,East,Leaves,Tea,Green Tea,84,199,New York,34
302,41153,239,Major Market,East,Leaves,Herbal Tea,Lemon,92,541,New York,147
251,41153,-139,Major Market,East,Leaves,Herbal Tea,Mint,-238,112,New York,99
249,41153,318,Major Market,East,Beans,Espresso,Regular Espresso,224,567,New York,94
121,41153,-53,Major Market,East,Beans,Espresso,Caffe Mocha,-197,68,New York,144
316,41153,474,Major Market,East,Beans,Coffee,Colombian,312,790,New York,162
51,41153,75,Small Market,South,Beans,Coffee,Decaf Irish Cream,50,126,Louisiana,25
48,41153,71,Small Market,South,Beans,Coffee,Colombian,46,119,Louisiana,25
69,41153,90,Small Market,South,Leaves,Herbal Tea,Chamomile,55,159,Louisiana,35
67,41153,83,Small Market,South,Leaves,Herbal Tea,Lemon,25,150,Louisiana,58
62,41153,87,Small Market,South,Beans,Espresso,Caffe Latte,2,149,Louisiana,85
57,41153,94,Small Market,South,Beans,Espresso,Caffe Mocha,53,151,Louisiana,41
46,41153,67,Small Market,South,Beans,Espresso,Decaf Espresso,31,113,Louisiana,36
104,41153,11,Small Market,South,Beans,Coffee,Decaf Irish Cream,-44,115,New Mexico,55
55,41153,84,Small Market,South,Beans,Coffee,Colombian,34,139,New Mexico,50
19,41153,29,Small Market,South,Leaves,Herbal Tea,Chamomile,13,48,New Mexico,16
33,41153,39,Small Market,South,Leaves,Herbal Tea,Lemon,8,72,New Mexico,31
24,41153,30,Small Market,South,Beans,Espresso,Caffe Latte,-12,54,New Mexico,42
44,41153,62,Small Market,South,Beans,Espresso,Caffe Mocha,-8,106,New Mexico,70
39,41153,52,Small Market,South,Beans,Espresso,Decaf Espresso,13,91,New Mexico,39
29,41153,43,Small Market,South,Beans,Coffee,Decaf Irish Cream,23,72,Oklahoma,20
61,41153,79,Small Market,South,Beans,Coffee,Colombian,47,140,Oklahoma,32
67,41153,82,Small Market,South,Leaves,Herbal Tea,Chamomile,24,149,Oklahoma,58
93,41153,130,Small Market,South,Leaves,Herbal Tea,Lemon,16,223,Oklahoma,114
96,41153,134,Small Market,South,Beans,Espresso,Caffe Latte,82,230,Oklahoma,52
20,41153,30,Small Market,South,Beans,Espresso,Caffe Mocha,13,50,Oklahoma,17
99,41153,150,Small Market,South,Beans,Espresso,Decaf Espresso,87,249,Oklahoma,63
58,41153,74,Major Market,South,Beans,Coffee,Decaf Irish Cream,42,132,Texas,32
251,41153,295,Major Market,South,Beans,Coffee,Colombian,197,546,Texas,98
53,41153,72,Major Market,South,Leaves,Herbal Tea,Chamomile,27,125,Texas,45
43,41153,64,Major Market,South,Leaves,Herbal Tea,Lemon,28,107,Texas,36
60,41153,90,Major Market,South,Beans,Espresso,Caffe Latte,39,150,Texas,51
123,41153,179,Major Market,South,Beans,Espresso,Caffe Mocha,134,302,Texas,45
81,41153,118,Major Market,South,Beans,Espresso,Decaf Espresso,85,199,Texas,33
62,41153,74,Small Market,West,Beans,Coffee,Amaretto,33,136,Utah,41
48,41153,65,Small Market,West,Beans,Coffee,Colombian,22,113,Utah,43
49,41153,71,Small Market,West,Leaves,Herbal Tea,Chamomile,34,120,Utah,37
55,41153,84,Small Market,West,Leaves,Herbal Tea,Lemon,34,139,Utah,50
104,41153,11,Small Market,West,Leaves,Herbal Tea,Mint,-45,115,Utah,56
44,41153,62,Small Market,West,Leaves,Tea,Darjeeling,-7,106,Utah,69
39,41153,52,Small Market,West,Leaves,Tea,Earl Grey,12,91,Utah,40
24,41153,30,Small Market,West,Leaves,Tea,Green Tea,-13,54,Utah,43
67,41153,83,Small Market,West,Beans,Coffee,Decaf Irish Cream,24,150,Utah,59
32,41153,47,Small Market,West,Beans,Espresso,Caffe Latte,27,79,Utah,20
69,41153,90,Small Market,West,Beans,Espresso,Caffe Mocha,56,159,Utah,34
44,41153,64,Small Market,West,Beans,Espresso,Decaf Espresso,40,108,Utah,24
122,41153,-13,Major Market,West,Beans,Coffee,Amaretto,-74,109,California,61
316,41153,474,Major Market,West,Beans,Coffee,Colombian,313,790,California,161
100,41153,145,Major Market,West,Leaves,Herbal Tea,Chamomile,105,245,California,40
251,41153,295,Major Market,West,Leaves,Herbal Tea,Lemon,196,546,California,99
58,41153,74,Major Market,West,Leaves,Herbal Tea,Mint,43,132,California,31
123,41153,179,Major Market,West,Leaves,Tea,Darjeeling,134,302,California,45
81,41153,118,Major Market,West,Leaves,Tea,Earl Grey,84,199,California,34
60,41153,90,Major Market,West,Leaves,Tea,Green Tea,39,150,California,51
162,41153,-24,Major Market,West,Beans,Coffee,Decaf Irish Cream,-120,138,California,96
249,41153,249,Major Market,West,Beans,Espresso,Caffe Latte,156,498,California,93
121,41153,169,Major Market,West,Beans,Espresso,Caffe Mocha,26,290,California,143
253,41153,336,Major Market,West,Beans,Espresso,Decaf Espresso,220,589,California,116
40,41153,51,Small Market,West,Beans,Coffee,Colombian,2,91,Nevada,49
121,41153,169,Small Market,West,Leaves,Herbal Tea,Chamomile,26,290,Nevada,143
162,41153,225,Small Market,West,Leaves,Herbal Tea,Lemon,129,387,Nevada,96
122,41153,176,Small Market,West,Leaves,Herbal Tea,Mint,115,298,Nevada,61
253,41153,336,Small Market,West,Leaves,Tea,Darjeeling,221,589,Nevada,115
249,41153,249,Small Market,West,Leaves,Tea,Earl Grey,156,498,Nevada,93
302,41153,-302,Small Market,West,Leaves,Tea,Green Tea,-430,19,Nevada,147
33,41153,39,Small Market,West,Beans,Coffee,Decaf Irish Cream,7,72,Nevada,32
0,41153,43,Small Market,West,Beans,Espresso,Caffe Latte,32,43,Nevada,11
19,41153,29,Small Market,West,Beans,Espresso,Caffe Mocha,12,48,Nevada,17
23,41153,35,Small Market,West,Beans,Espresso,Decaf Espresso,17,58,Nevada,18
52,41153,74,Small Market,West,Beans,Coffee,Amaretto,-3,126,Oregon,77
25,41153,36,Small Market,West,Leaves,Herbal Tea,Chamomile,17,61,Oregon,19
61,41153,79,Small Market,West,Leaves,Herbal Tea,Lemon,47,140,Oregon,32
20,41153,30,Small Market,West,Leaves,Tea,Darjeeling,13,50,Oregon,17
99,41153,150,Small Market,West,Leaves,Tea,Earl Grey,87,249,Oregon,63
96,41153,134,Small Market,West,Leaves,Tea,Green Tea,81,230,Oregon,53
57,41153,80,Small Market,West,Beans,Coffee,Colombian,18,137,Oregon,62
43,41153,64,Small Market,West,Beans,Coffee,Decaf Irish Cream,28,107,Oregon,36
45,41153,57,Small Market,West,Beans,Espresso,Caffe Latte,6,102,Oregon,51
53,41153,72,Small Market,West,Beans,Espresso,Caffe Mocha,28,125,Oregon,44
155,41153,155,Small Market,West,Beans,Espresso,Decaf Espresso,87,310,Oregon,68
103,41153,155,Small Market,West,Leaves,Herbal Tea,Chamomile,91,258,Washington,64
48,41153,71,Small Market,West,Leaves,Herbal Tea,Lemon,47,119,Washington,24
57,41153,94,Small Market,West,Leaves,Tea,Darjeeling,54,151,Washington,40
46,41153,67,Small Market,West,Leaves,Tea,Earl Grey,31,113,Washington,36
62,41153,87,Small Market,West,Leaves,Tea,Green Tea,2,149,Washington,85
68,41153,99,Small Market,West,Beans,Coffee,Colombian,56,167,Washington,43
93,41153,130,Small Market,West,Beans,Coffee,Decaf Irish Cream,16,223,Washington,114
33,41153,43,Small Market,West,Beans,Espresso,Caffe Latte,21,76,Washington,22
67,41153,82,Small Market,West,Beans,Espresso,Caffe Mocha,23,149,Washington,59
83,41153,99,Small Market,West,Beans,Espresso,Decaf Espresso,53,182,Washington,46
90,41183,115,Major Market,Central,Leaves,Tea,Green Tea,74,205,Colorado,41
161,41183,161,Major Market,Central,Leaves,Herbal Tea,Chamomile,92,322,Colorado,69
51,41183,71,Major Market,Central,Leaves,Herbal Tea,Lemon,-5,122,Colorado,76
52,41183,71,Major Market,Central,Leaves,Herbal Tea,Mint,26,123,Colorado,45
54,41183,66,Major Market,Central,Leaves,Tea,Darjeeling,13,120,Colorado,53
54,41183,64,Major Market,Central,Leaves,Tea,Earl Grey,27,118,Colorado,37
72,41183,110,Major Market,Central,Beans,Espresso,Decaf Espresso,56,182,Colorado,54
76,41183,111,Major Market,Central,Beans,Espresso,Caffe Mocha,79,187,Colorado,32
108,41183,157,Major Market,Central,Beans,Coffee,Decaf Irish Cream,116,265,Colorado,41
123,41183,179,Major Market,Central,Beans,Coffee,Amaretto,133,302,Colorado,46
39,41183,51,Major Market,Central,Beans,Coffee,Colombian,27,90,Colorado,24
123,41183,179,Major Market,Central,Leaves,Herbal Tea,Chamomile,133,302,Illinois,46
39,41183,51,Major Market,Central,Leaves,Herbal Tea,Lemon,27,90,Illinois,24
108,41183,157,Major Market,Central,Leaves,Herbal Tea,Mint,116,265,Illinois,41
76,41183,111,Major Market,Central,Leaves,Tea,Darjeeling,78,187,Illinois,33
72,41183,110,Major Market,Central,Leaves,Tea,Earl Grey,55,182,Illinois,55
239,41183,239,Major Market,Central,Beans,Espresso,Decaf Espresso,149,478,Illinois,90
257,41183,341,Major Market,Central,Beans,Espresso,Caffe Mocha,224,598,Illinois,117
122,41183,176,Major Market,Central,Beans,Coffee,Decaf Irish Cream,115,298,Illinois,61
154,41183,213,Major Market,Central,Beans,Coffee,Colombian,120,367,Illinois,93
257,41183,341,Small Market,Central,Leaves,Herbal Tea,Chamomile,224,598,Iowa,117
122,41183,176,Small Market,Central,Leaves,Herbal Tea,Lemon,114,298,Iowa,62
239,41183,239,Small Market,Central,Leaves,Tea,Darjeeling,149,478,Iowa,90
255,41183,312,Small Market,Central,Leaves,Tea,Earl Grey,183,567,Iowa,129
23,41183,35,Small Market,Central,Beans,Espresso,Caffe Mocha,18,58,Iowa,17
0,41183,43,Small Market,Central,Beans,Espresso,Decaf Espresso,31,43,Iowa,12
10,41183,13,Small Market,Central,Beans,Coffee,Decaf Irish Cream,-2,23,Iowa,15
21,41183,31,Small Market,Central,Beans,Coffee,Amaretto,15,52,Iowa,16
31,41183,37,Small Market,Central,Beans,Coffee,Colombian,7,68,Iowa,30
34,41183,43,Small Market,Central,Leaves,Tea,Green Tea,-3,77,Missouri,46
45,41183,64,Small Market,Central,Leaves,Herbal Tea,Chamomile,-6,109,Missouri,70
86,41183,23,Small Market,Central,Leaves,Herbal Tea,Lemon,-26,109,Missouri,49
39,41183,53,Small Market,Central,Leaves,Tea,Darjeeling,13,92,Missouri,40
25,41183,31,Small Market,Central,Leaves,Tea,Earl Grey,-11,56,Missouri,42
40,41183,59,Small Market,Central,Beans,Espresso,Caffe Mocha,36,99,Missouri,23
32,41183,47,Small Market,Central,Beans,Espresso,Decaf Espresso,28,79,Missouri,19
65,41183,77,Small Market,Central,Beans,Coffee,Decaf Irish Cream,35,142,Missouri,42
79,41183,98,Small Market,Central,Beans,Coffee,Colombian,35,177,Missouri,63
82,41183,123,Major Market,Central,Leaves,Tea,Darjeeling,65,205,Ohio,58
91,41183,127,Major Market,Central,Leaves,Tea,Earl Grey,76,218,Ohio,51
21,41183,32,Major Market,Central,Leaves,Herbal Tea,Chamomile,16,53,Ohio,16
27,41183,39,Major Market,Central,Leaves,Herbal Tea,Lemon,20,66,Ohio,19
161,41183,161,Major Market,Central,Beans,Espresso,Caffe Mocha,92,322,Ohio,69
54,41183,66,Major Market,Central,Beans,Espresso,Decaf Espresso,12,120,Ohio,54
52,41183,71,Major Market,Central,Beans,Coffee,Amaretto,26,123,Ohio,45
43,41183,64,Major Market,Central,Beans,Coffee,Colombian,28,107,Ohio,36
51,41183,71,Major Market,Central,Beans,Coffee,Decaf Irish Cream,-5,122,Ohio,76
46,41183,67,Small Market,Central,Leaves,Tea,Darjeeling,30,113,Wisconsin,37
60,41183,84,Small Market,Central,Leaves,Tea,Earl Grey,0,144,Wisconsin,84
60,41183,99,Small Market,Central,Leaves,Herbal Tea,Chamomile,57,159,Wisconsin,42
48,41183,70,Small Market,Central,Leaves,Herbal Tea,Lemon,45,118,Wisconsin,25
80,41183,94,Small Market,Central,Beans,Espresso,Caffe Mocha,48,174,Wisconsin,46
22,41183,29,Small Market,Central,Beans,Espresso,Decaf Espresso,10,51,Wisconsin,19
56,41183,70,Small Market,Central,Beans,Coffee,Amaretto,15,126,Wisconsin,55
96,41183,134,Small Market,Central,Beans,Coffee,Colombian,18,230,Wisconsin,116
86,41183,116,Small Market,Central,Beans,Coffee,Decaf Irish Cream,61,202,Wisconsin,55
40,41183,59,Small Market,East,Leaves,Tea,Darjeeling,36,99,Connecticut,23
24,41183,36,Small Market,East,Leaves,Tea,Green Tea,18,60,Connecticut,18
79,41183,98,Small Market,East,Leaves,Herbal Tea,Lemon,34,177,Connecticut,64
65,41183,77,Small Market,East,Leaves,Herbal Tea,Mint,35,142,Connecticut,42
60,41183,84,Small Market,East,Beans,Espresso,Caffe Mocha,1,144,Connecticut,83
47,41183,64,Small Market,East,Beans,Espresso,Decaf Espresso,21,111,Connecticut,43
125,41183,188,Small Market,East,Beans,Coffee,Colombian,115,313,Connecticut,73
38,41183,56,Major Market,East,Leaves,Tea,Darjeeling,35,94,Florida,21
48,41183,70,Major Market,East,Leaves,Tea,Green Tea,46,118,Florida,24
22,41183,29,Major Market,East,Leaves,Herbal Tea,Chamomile,10,51,Florida,19
56,41183,70,Major Market,East,Leaves,Herbal Tea,Lemon,16,126,Florida,54
80,41183,94,Major Market,East,Leaves,Herbal Tea,Mint,48,174,Florida,46
96,41183,134,Major Market,East,Beans,Espresso,Caffe Mocha,18,230,Florida,116
86,41183,116,Major Market,East,Beans,Espresso,Decaf Espresso,60,202,Florida,56
91,41183,127,Major Market,East,Beans,Coffee,Decaf Irish Cream,76,218,Florida,51
82,41183,123,Major Market,East,Beans,Coffee,Colombian,64,205,Florida,59
27,41183,39,Major Market,East,Leaves,Tea,Darjeeling,20,66,Massachusetts,19
21,41183,32,Major Market,East,Leaves,Tea,Green Tea,15,53,Massachusetts,17
54,41183,66,Major Market,East,Leaves,Herbal Tea,Lemon,13,120,Massachusetts,53
51,41183,65,Major Market,East,Beans,Espresso,Caffe Mocha,-11,116,Massachusetts,76
161,41183,161,Major Market,East,Beans,Espresso,Regular Espresso,92,322,Massachusetts,69
72,41183,402,Major Market,East,Beans,Coffee,Colombian,348,474,Massachusetts,54
21,41183,31,Small Market,East,Leaves,Tea,Darjeeling,14,52,New Hampshire,17
0,41183,43,Small Market,East,Leaves,Tea,Green Tea,32,43,New Hampshire,11
34,41183,43,Small Market,East,Leaves,Herbal Tea,Lemon,-3,77,New Hampshire,46
45,41183,64,Small Market,East,Beans,Espresso,Caffe Mocha,-7,109,New Hampshire,71
25,41183,31,Small Market,East,Beans,Espresso,Regular Espresso,-12,56,New Hampshire,43
45,41183,69,Small Market,East,Beans,Coffee,Colombian,24,114,New Hampshire,45
49,41183,71,Small Market,East,Beans,Coffee,Amaretto,33,120,New Hampshire,38
108,41183,157,Major Market,East,Leaves,Tea,Darjeeling,115,265,New York,42
123,41183,179,Major Market,East,Leaves,Tea,Earl Grey,134,302,New York,45
76,41183,111,Major Market,East,Leaves,Tea,Green Tea,78,187,New York,33
255,41183,258,Major Market,East,Leaves,Herbal Tea,Lemon,129,513,New York,129
239,41183,-75,Major Market,East,Leaves,Herbal Tea,Mint,-170,164,New York,95
125,41183,-56,Major Market,East,Beans,Espresso,Caffe Mocha,-202,69,New York,146
239,41183,526,Major Market,East,Beans,Espresso,Regular Espresso,435,765,New York,91
260,41183,390,Major Market,East,Beans,Coffee,Colombian,247,650,New York,143
48,41183,71,Small Market,South,Beans,Coffee,Colombian,47,119,Louisiana,24
48,41183,70,Small Market,South,Beans,Coffee,Decaf Irish Cream,45,118,Louisiana,25
103,41183,133,Small Market,South,Leaves,Herbal Tea,Chamomile,87,236,Louisiana,46
79,41183,98,Small Market,South,Leaves,Herbal Tea,Lemon,34,177,Louisiana,64
60,41183,84,Small Market,South,Beans,Espresso,Caffe Latte,1,144,Louisiana,83
60,41183,99,Small Market,South,Beans,Espresso,Caffe Mocha,58,159,Louisiana,41
46,41183,67,Small Market,South,Beans,Espresso,Decaf Espresso,30,113,Louisiana,37
45,41183,69,Small Market,South,Beans,Coffee,Colombian,23,114,New Mexico,46
86,41183,23,Small Market,South,Beans,Coffee,Decaf Irish Cream,-26,109,New Mexico,49
21,41183,31,Small Market,South,Leaves,Herbal Tea,Chamomile,14,52,New Mexico,17
31,41183,37,Small Market,South,Leaves,Herbal Tea,Lemon,6,68,New Mexico,31
25,41183,31,Small Market,South,Beans,Espresso,Caffe Latte,-12,56,New Mexico,43
45,41183,64,Small Market,South,Beans,Espresso,Caffe Mocha,-6,109,New Mexico,70
39,41183,53,Small Market,South,Beans,Espresso,Decaf Espresso,14,92,New Mexico,39
90,41183,115,Small Market,South,Beans,Coffee,Colombian,74,205,Oklahoma,41
27,41183,39,Small Market,South,Beans,Coffee,Decaf Irish Cream,21,66,Oklahoma,18
56,41183,70,Small Market,South,Leaves,Herbal Tea,Chamomile,16,126,Oklahoma,54
96,41183,134,Small Market,South,Leaves,Herbal Tea,Lemon,17,230,Oklahoma,117
91,41183,127,Small Market,South,Beans,Espresso,Caffe Latte,76,218,Oklahoma,51
21,41183,32,Small Market,South,Beans,Espresso,Caffe Mocha,15,53,Oklahoma,17
82,41183,123,Small Market,South,Beans,Espresso,Decaf Espresso,65,205,Oklahoma,58
239,41183,281,Major Market,South,Beans,Coffee,Colombian,185,520,Texas,96
39,41183,51,Major Market,South,Beans,Coffee,Decaf Irish Cream,26,90,Texas,25
52,41183,71,Major Market,South,Leaves,Herbal Tea,Chamomile,26,123,Texas,45
43,41183,64,Major Market,South,Leaves,Herbal Tea,Lemon,28,107,Texas,36
72,41183,110,Major Market,South,Beans,Espresso,Caffe Latte,55,182,Texas,55
123,41183,179,Major Market,South,Beans,Espresso,Caffe Mocha,133,302,Texas,46
76,41183,111,Major Market,South,Beans,Espresso,Decaf Espresso,78,187,Texas,33
49,41183,71,Small Market,West,Leaves,Herbal Tea,Chamomile,33,120,Utah,38
45,41183,69,Small Market,West,Leaves,Herbal Tea,Lemon,23,114,Utah,46
86,41183,23,Small Market,West,Leaves,Herbal Tea,Mint,-27,109,Utah,50
45,41183,64,Small Market,West,Leaves,Tea,Darjeeling,-6,109,Utah,70
39,41183,53,Small Market,West,Leaves,Tea,Earl Grey,14,92,Utah,39
25,41183,31,Small Market,West,Leaves,Tea,Green Tea,-12,56,Utah,43
65,41183,77,Small Market,West,Beans,Coffee,Amaretto,36,142,Utah,41
47,41183,64,Small Market,West,Beans,Coffee,Colombian,22,111,Utah,42
79,41183,98,Small Market,West,Beans,Coffee,Decaf Irish Cream,34,177,Utah,64
32,41183,47,Small Market,West,Beans,Espresso,Caffe Latte,28,79,Utah,19
103,41183,133,Small Market,West,Beans,Espresso,Caffe Mocha,87,236,Utah,46
40,41183,59,Small Market,West,Beans,Espresso,Decaf Espresso,37,99,Utah,22
108,41183,157,Major Market,West,Leaves,Herbal Tea,Chamomile,115,265,California,42
239,41183,281,Major Market,West,Leaves,Herbal Tea,Lemon,186,520,California,95
39,41183,51,Major Market,West,Leaves,Herbal Tea,Mint,26,90,California,25
123,41183,179,Major Market,West,Leaves,Tea,Darjeeling,134,302,California,45
76,41183,111,Major Market,West,Leaves,Tea,Earl Grey,79,187,California,32
72,41183,110,Major Market,West,Leaves,Tea,Green Tea,56,182,California,54
122,41183,-13,Major Market,West,Beans,Coffee,Amaretto,-74,109,California,61
260,41183,390,Major Market,West,Beans,Coffee,Colombian,247,650,California,143
154,41183,-24,Major Market,West,Beans,Coffee,Decaf Irish Cream,-117,130,California,93
239,41183,239,Major Market,West,Beans,Espresso,Caffe Latte,149,478,California,90
125,41183,173,Major Market,West,Beans,Espresso,Caffe Mocha,27,298,California,146
257,41183,341,Major Market,West,Beans,Espresso,Decaf Espresso,225,598,California,116
125,41183,173,Small Market,West,Leaves,Herbal Tea,Chamomile,26,298,Nevada,147
154,41183,213,Small Market,West,Leaves,Herbal Tea,Lemon,120,367,Nevada,93
122,41183,176,Small Market,West,Leaves,Herbal Tea,Mint,114,298,Nevada,62
257,41183,341,Small Market,West,Leaves,Tea,Darjeeling,224,598,Nevada,117
239,41183,239,Small Market,West,Leaves,Tea,Earl Grey,149,478,Nevada,90
255,41183,-255,Small Market,West,Leaves,Tea,Green Tea,-363,21,Nevada,129
34,41183,43,Small Market,West,Beans,Coffee,Colombian,-2,77,Nevada,45
31,41183,37,Small Market,West,Beans,Coffee,Decaf Irish Cream,7,68,Nevada,30
0,41183,43,Small Market,West,Beans,Espresso,Caffe Latte,32,43,Nevada,11
21,41183,31,Small Market,West,Beans,Espresso,Caffe Mocha,14,52,Nevada,17
23,41183,35,Small Market,West,Beans,Espresso,Decaf Espresso,17,58,Nevada,18
25,41183,36,Small Market,West,Leaves,Herbal Tea,Chamomile,17,61,Oregon,19
90,41183,115,Small Market,West,Leaves,Herbal Tea,Lemon,73,205,Oregon,42
21,41183,32,Small Market,West,Leaves,Tea,Darjeeling,16,53,Oregon,16
82,41183,123,Small Market,West,Leaves,Tea,Earl Grey,64,205,Oregon,59
91,41183,127,Small Market,West,Leaves,Tea,Green Tea,76,218,Oregon,51
51,41183,71,Small Market,West,Beans,Coffee,Amaretto,-5,122,Oregon,76
60,41183,84,Small Market,West,Beans,Coffee,Colombian,21,144,Oregon,63
43,41183,64,Small Market,West,Beans,Coffee,Decaf Irish Cream,29,107,Oregon,35
54,41183,66,Small Market,West,Beans,Espresso,Caffe Latte,12,120,Oregon,54
52,41183,71,Small Market,West,Beans,Espresso,Caffe Mocha,27,123,Oregon,44
161,41183,161,Small Market,West,Beans,Espresso,Decaf Espresso,91,322,Oregon,70
125,41183,188,Small Market,West,Leaves,Herbal Tea,Chamomile,115,313,Washington,73
48,41183,71,Small Market,West,Leaves,Herbal Tea,Lemon,47,119,Washington,24
60,41183,99,Small Market,West,Leaves,Tea,Darjeeling,57,159,Washington,42
46,41183,67,Small Market,West,Leaves,Tea,Earl Grey,31,113,Washington,36
60,41183,84,Small Market,West,Leaves,Tea,Green Tea,0,144,Washington,84
68,41183,99,Small Market,West,Beans,Coffee,Colombian,56,167,Washington,43
96,41183,134,Small Market,West,Beans,Coffee,Decaf Irish Cream,17,230,Washington,117
22,41183,29,Small Market,West,Beans,Espresso,Caffe Latte,10,51,Washington,19
56,41183,70,Small Market,West,Beans,Espresso,Caffe Mocha,16,126,Washington,54
80,41183,94,Small Market,West,Beans,Espresso,Decaf Espresso,48,174,Washington,46
88,41214,112,Major Market,Central,Leaves,Tea,Green Tea,70,200,Colorado,42
181,41214,182,Major Market,Central,Leaves,Herbal Tea,Chamomile,107,363,Colorado,75
52,41214,73,Major Market,Central,Leaves,Herbal Tea,Lemon,-4,125,Colorado,77
59,41214,79,Major Market,Central,Leaves,Herbal Tea,Mint,32,138,Colorado,47
55,41214,69,Major Market,Central,Leaves,Tea,Darjeeling,15,124,Colorado,54
57,41214,68,Major Market,Central,Leaves,Tea,Earl Grey,29,125,Colorado,39
75,41214,114,Major Market,Central,Beans,Espresso,Decaf Espresso,58,189,Colorado,56
50,41214,73,Major Market,Central,Beans,Espresso,Caffe Mocha,48,123,Colorado,25
81,41214,117,Major Market,Central,Beans,Coffee,Decaf Irish Cream,84,198,Colorado,33
118,41214,172,Major Market,Central,Beans,Coffee,Amaretto,128,290,Colorado,44
40,41214,52,Major Market,Central,Beans,Coffee,Colombian,27,92,Colorado,25
118,41214,172,Major Market,Central,Leaves,Herbal Tea,Chamomile,127,290,Illinois,45
40,41214,52,Major Market,Central,Leaves,Herbal Tea,Lemon,27,92,Illinois,25
81,41214,117,Major Market,Central,Leaves,Herbal Tea,Mint,84,198,Illinois,33
50,41214,73,Major Market,Central,Leaves,Tea,Darjeeling,48,123,Illinois,25
75,41214,114,Major Market,Central,Leaves,Tea,Earl Grey,59,189,Illinois,55
211,41214,212,Major Market,Central,Beans,Espresso,Decaf Espresso,129,423,Illinois,83
228,41214,304,Major Market,Central,Beans,Espresso,Caffe Mocha,196,532,Illinois,108
113,41214,165,Major Market,Central,Beans,Coffee,Decaf Irish Cream,106,278,Illinois,59
173,41214,239,Major Market,Central,Beans,Coffee,Colombian,139,412,Illinois,100
228,41214,304,Small Market,Central,Leaves,Herbal Tea,Chamomile,196,532,Iowa,108
113,41214,165,Small Market,Central,Leaves,Herbal Tea,Lemon,107,278,Iowa,58
211,41214,212,Small Market,Central,Leaves,Tea,Darjeeling,129,423,Iowa,83
245,41214,300,Small Market,Central,Leaves,Tea,Earl Grey,173,545,Iowa,127
22,41214,34,Small Market,Central,Beans,Espresso,Caffe Mocha,16,56,Iowa,18
0,41214,43,Small Market,Central,Beans,Espresso,Decaf Espresso,31,43,Iowa,12
10,41214,13,Small Market,Central,Beans,Coffee,Decaf Irish Cream,-3,23,Iowa,16
15,41214,24,Small Market,Central,Beans,Coffee,Amaretto,8,39,Iowa,16
29,41214,35,Small Market,Central,Beans,Coffee,Colombian,5,64,Iowa,30
33,41214,41,Small Market,Central,Leaves,Tea,Green Tea,-4,74,Missouri,45
44,41214,62,Small Market,Central,Leaves,Herbal Tea,Chamomile,-8,106,Missouri,70
82,41214,40,Small Market,Central,Leaves,Herbal Tea,Lemon,-9,122,Missouri,49
35,41214,47,Small Market,Central,Leaves,Tea,Darjeeling,9,82,Missouri,38
34,41214,42,Small Market,Central,Leaves,Tea,Earl Grey,-3,76,Missouri,45
54,41214,78,Small Market,Central,Beans,Espresso,Caffe Mocha,51,132,Missouri,27
33,41214,48,Small Market,Central,Beans,Espresso,Decaf Espresso,27,81,Missouri,21
69,41214,81,Small Market,Central,Beans,Coffee,Decaf Irish Cream,38,150,Missouri,43
82,41214,102,Small Market,Central,Beans,Coffee,Colombian,38,184,Missouri,64
78,41214,119,Major Market,Central,Leaves,Tea,Darjeeling,62,197,Ohio,57
102,41214,143,Major Market,Central,Leaves,Tea,Earl Grey,89,245,Ohio,54
32,41214,48,Major Market,Central,Leaves,Herbal Tea,Chamomile,29,80,Ohio,19
36,41214,52,Major Market,Central,Leaves,Herbal Tea,Lemon,30,88,Ohio,22
181,41214,182,Major Market,Central,Beans,Espresso,Caffe Mocha,107,363,Ohio,75
