Country Code,City,Location,Coordinates,Pollutant,Source Name,Unit,Value,Last Updated
HU,Hungarian Air Quality Network,NET-HU004A,"47.55722199946539, 18.420836",SO2,EEA Hungary,µg/m³,4.2502078,2024-03-11T17:30:00+05:30
HU,Hungarian Air Quality Network,NET-HU004A,"47.09111099946466, 17.901122",CO,EEA Hungary,µg/m³,321.2128,2021-01-22T15:30:00+05:30
HU,Hungarian Air Quality Network,NET-HU004A,"47.09111099946466, 17.901122",PM10,EEA Hungary,µg/m³,18.62724,2024-03-11T17:30:00+05:30
IE,Ireland Air Quality e-Reporting monitoring network for compliance and informative reporting,NET.IE001,"52.638797999999994, -7.268114000000001",O3,EEA Ireland,µg/m³,38.38,2024-03-11T17:30:00+05:30
IE,Ireland Air Quality e-Reporting monitoring network for compliance and informative reporting,NET.IE001,"53.03612499999999, -7.288674999999999",PM10,EEA Ireland,µg/m³,27.95,2024-03-11T17:30:00+05:30
IE,Ireland Air Quality e-Reporting monitoring network for compliance and informative reporting,NET.IE001,"53.36817500000001, -6.227857",PM10,EEA Ireland,µg/m³,30.66,2024-03-11T16:30:00+05:30
IE,Ireland Air Quality e-Reporting monitoring network for compliance and informative reporting,NET.IE001,"53.36817500000001, -6.227857",PM2.5,EEA Ireland,µg/m³,25.86,2024-03-11T16:30:00+05:30
ES,Ourense,ES2014A,"42.0616666594658, -7.40854166",CO,EEA Spain,µg/m³,100.0,2024-01-30T01:30:00+05:30
ES,A Coruña,ES1138A,"43.367777769464, -8.418888879999999",NO,EEA Spain,µg/m³,1.0,2024-01-02T05:30:00+05:30
ES,A Coruña,ES1868A,"42.875833329464506, -8.55916666",O3,EEA Spain,µg/m³,53.0,2024-01-30T01:30:00+05:30
ES,La Rioja,ES1649A,"42.1758299994656, -1.74333",CO,EEA Spain,µg/m³,340.0,2024-01-29T23:30:00+05:30
ES,Lugo,ES1359A,"43.312777769464, -7.69305555",PM10,EEA Spain,µg/m³,29.0,2024-01-30T01:30:00+05:30
ES,Madrid,ES1613A,"40.6663899994691, -3.77222",NO,EEA Spain,µg/m³,6.0,2024-01-01T05:30:00+05:30
ES,Navarra,ES1662A,"42.3083299994654, -1.80833",CO,EEA Spain,µg/m³,100.0,2024-01-30T01:30:00+05:30
ES,Navarra,ES1662A,"42.3083299994654, -1.80833",NO2,EEA Spain,µg/m³,8.0,2024-01-30T00:30:00+05:30
ES,Madrid,ES1807A,"40.3585299994699, -3.54414",NO,EEA Spain,µg/m³,5.0,2024-01-01T05:30:00+05:30
ES,Bizkaia,ES1712A,"43.299166659464, -2.98722222",CO,EEA Spain,µg/m³,170.0,2024-01-29T23:30:00+05:30
ES,Bizkaia,ES0805A,"43.2411111094641, -2.88416666",PM2.5,EEA Spain,µg/m³,13.0,2024-01-30T00:30:00+05:30
ES,Araba/Álava,ES1492A,"42.8555555494646, -2.66805555",PM10,EEA Spain,µg/m³,17.0,2024-01-30T00:30:00+05:30
ES,A Coruña,ES1798A,"43.354166659464, -8.42472222",NO2,EEA Spain,µg/m³,85.0,2024-01-30T00:30:00+05:30
ES,Araba/Álava,ES1349A,"43.1444444394642, -2.9633333300000007",CO,EEA Spain,µg/m³,300.0,2024-01-30T00:30:00+05:30
ES,A Coruña,ES1959A,"43.4708333294638, -7.84",SO2,EEA Spain,µg/m³,3.2,2024-01-02T05:30:00+05:30
ES,Palencia,ES1832A,"41.9327777694661, -4.47",O3,EEA Spain,µg/m³,51.0,2023-08-01T05:30:00+05:30
FI,Uusimaa,FI00208,"60.3135960714999, 24.6894769317978",NO2,EEA Finland,µg/m³,4.698908,2024-01-30T01:30:00+05:30
FR,Canton de Genève,NET-CH014A,"46.162599999463644, 6.00518",O3,EEA Switzerland,µg/m³,72.4364,2024-03-11T17:30:00+05:30
FR,Xarxa de vigilancia de qualitat de l'aire del Departament de Medi Ambient - Govern Andorra,NET-AD001A,"42.50969400000001, 1.539138",CO,EEA Andorra,µg/m³,100.0,2024-03-11T17:30:00+05:30
FR,ATMO NOUVELLE-AQUITAINE,NET-FR058A,"45.15873699999998, 1.537259",NO2,EEA France,µg/m³,15.3,2024-03-11T14:30:00+05:30
FR,AIRPARIF,NET-FR004A,"48.837223, 2.3939",NO2,EEA France,µg/m³,53.4,2024-03-11T14:30:00+05:30
FR,ATMO GUYANE,NET-FR063A,"4.937846700000002, -52.32093",PM10,EEA France,µg/m³,16.8,2024-03-11T14:30:00+05:30
FR,LIG'AIR,NET-FR061A,"47.41908299999999, 0.6829439999999999",NO2,EEA France,µg/m³,14.8,2024-03-11T14:30:00+05:30
FR,ATMO SUD,NET-FR070A,"44.548649999999995, 6.067237",PM10,EEA France,µg/m³,11.6,2024-03-11T13:30:00+05:30
FR,ATMO NORMANDIE,NET-FR069A,"49.512146, 0.539036",SO2,EEA France,µg/m³,0.9,2024-03-11T14:30:00+05:30
FR,ATMO SUD,NET-FR070A,"43.331245, 5.117696",SO2,EEA France,µg/m³,0.2,2024-03-11T14:30:00+05:30
FR,ATMO SUD,NET-FR070A,"43.40194999999999, 4.981919",SO2,EEA France,µg/m³,0.5,2024-03-11T14:30:00+05:30
FR,ATMO SUD,NET-FR070A,"43.458926999999996, 4.934571999999999",SO2,EEA France,µg/m³,0.3,2024-03-11T14:30:00+05:30
FR,ATMO SUD,NET-FR070A,"43.88011999999999, 5.362038",O3,EEA France,µg/m³,37.9,2024-03-11T14:30:00+05:30
FR,ATMO NOUVELLE-AQUITAINE,NET-FR058A,"46.135136, -1.117086",O3,EEA France,µg/m³,70.3,2024-03-11T14:30:00+05:30
FR,ATMO SUD,NET-FR070A,"43.39872999999999, 6.075611",PM10,EEA France,µg/m³,13.0,2024-03-11T13:30:00+05:30
FR,ATMO NORMANDIE,NET-FR069A,"49.442356, 1.093789",NO2,EEA France,µg/m³,59.3,2024-03-11T14:30:00+05:30
FR,ATMO OCCITANIE,NET-FR068A,"43.09624999999999, -0.040497",PM10,EEA France,µg/m³,1.8,2024-03-11T14:30:00+05:30
FR,ATMO OCCITANIE,NET-FR068A,"43.628699999999995, 0.179069",PM2.5,EEA France,µg/m³,1.9,2024-03-11T14:30:00+05:30
FR,ATMO OCCITANIE,NET-FR068A,"43.623608000000004, 1.4385309999999998",NO2,EEA France,µg/m³,4.2,2021-05-17T08:30:00+05:30
FR,ATMO GRAND EST,NET-FR075A,"49.12508, 6.181219",NO,EEA France,µg/m³,25.8,2024-03-11T14:30:00+05:30
FR,ATMO HAUTS DE FRANCE,NET-FR074A,"50.706535, 3.18066",NO2,EEA France,µg/m³,60.3,2024-03-11T14:30:00+05:30
FR,ATMO NORMANDIE,NET-FR069A,"49.15167, -0.352778",PM10,EEA France,µg/m³,12.8,2024-03-11T13:30:00+05:30
FR,AIR BREIZH,NET-FR072A,"48.51351, -2.74953",PM10,EEA France,µg/m³,9.6,2024-03-11T13:30:00+05:30
FR,ATMO AUVERGNE-RHÔNE-ALPES,NET-FR071A,"45.769, 3.155",PM10,EEA France,µg/m³,6.6,2024-03-11T14:30:00+05:30
FR,ATMO AUVERGNE-RHÔNE-ALPES,NET-FR071A,"46.211666, 5.226389",NO,EEA France,µg/m³,0.4,2024-03-11T14:30:00+05:30
FR,ATMO AUVERGNE-RHÔNE-ALPES,NET-FR071A,"46.211666, 5.226389",PM2.5,EEA France,µg/m³,3.5,2024-03-11T14:30:00+05:30
FR,LIG'AIR,NET-FR061A,"48.00144999999999, 2.72618",PM2.5,EEA France,µg/m³,10.7,2024-03-11T14:30:00+05:30
FR,AIR BREIZH,NET-FR072A,"47.98660699999999, -4.097658",NO2,EEA France,µg/m³,17.6,2024-03-11T14:30:00+05:30
FR,ATMO NOUVELLE-AQUITAINE,NET-FR058A,"46.584, 0.3455819999999999",PM2.5,EEA France,µg/m³,3.1,2024-03-11T14:30:00+05:30
FR,ATMO NOUVELLE-AQUITAINE,NET-FR058A,"44.800459999999994, -0.589398",PM2.5,EEA France,µg/m³,5.0,2024-03-11T14:30:00+05:30
FR,ATMO NOUVELLE-AQUITAINE,NET-FR058A,"46.143234, -0.395913",PM2.5,EEA France,µg/m³,2.4,2024-03-11T14:30:00+05:30
FR,ATMO NOUVELLE-AQUITAINE,NET-FR058A,"46.17361999999999, 1.8730240000000002",NO2,EEA France,µg/m³,4.9,2024-03-11T14:30:00+05:30
FR,ATMO HAUTS DE FRANCE,NET-FR074A,"49.851334, 3.284",NO,EEA France,µg/m³,3.8,2024-03-11T14:30:00+05:30
FR,ATMO AUVERGNE-RHÔNE-ALPES,NET-FR071A,"45.454517, 4.766528",NO,EEA France,µg/m³,3.0,2024-03-11T14:30:00+05:30
FR,ATMO AUVERGNE-RHÔNE-ALPES,NET-FR071A,"45.454517, 4.766528",NO2,EEA France,µg/m³,16.2,2024-03-11T14:30:00+05:30
FR,AIRPARIF,NET-FR004A,"48.862120000000004, 2.344616",PM2.5,EEA France,µg/m³,6.1,2024-03-11T14:30:00+05:30
FR,ATMO AUVERGNE-RHÔNE-ALPES,NET-FR071A,"46.041109999999996, 4.074656",O3,EEA France,µg/m³,10.8,2024-03-11T14:30:00+05:30
FR,ATMO AUVERGNE-RHÔNE-ALPES,NET-FR071A,"46.34071999999999, 2.5939450000000006",PM2.5,EEA France,µg/m³,2.8,2024-03-11T14:30:00+05:30
FR,ATMO AUVERGNE-RHÔNE-ALPES,NET-FR071A,"46.652668, 3.600667",NO2,EEA France,µg/m³,-1.7,2024-03-11T14:30:00+05:30
FR,ATMO NORMANDIE,NET-FR069A,"49.493332, 0.571853",NO2,EEA France,µg/m³,18.8,2024-03-11T14:30:00+05:30
FR,ATMO AUVERGNE-RHÔNE-ALPES,NET-FR071A,"45.321845999999994, 4.770702",O3,EEA France,µg/m³,37.1,2024-03-11T14:30:00+05:30
FR,ATMO AUVERGNE-RHÔNE-ALPES,NET-FR071A,"45.04249999999999, 5.044300000000001",NO2,EEA France,µg/m³,28.7,2024-01-05T15:30:00+05:30
FR,ATMO BOURGOGNE-FRANCHE-COMTE,NET-FR076A,"47.27476, 4.099476",NO2,EEA France,µg/m³,-0.1,2024-03-11T14:30:00+05:30
FR,ATMO BOURGOGNE-FRANCHE-COMTE,NET-FR076A,"47.27476, 4.099476",PM10,EEA France,µg/m³,3.9,2024-03-11T13:30:00+05:30
FR,ATMO OCCITANIE,NET-FR068A,"43.44139, 1.821944",O3,EEA France,µg/m³,72.8,2024-03-11T14:30:00+05:30
FR,QUALITAIR CORSE,NET-FR065A,"41.947685, 8.796159",O3,EEA France,µg/m³,16.8,2024-03-11T13:30:00+05:30
ES,Ayto Zaragoza,NET_ES021A,"41.65140000000001, -0.9161000000000001",CO,EEA Spain,µg/m³,230.0,2024-03-11T17:30:00+05:30
ES,CCAA Com. Valenciana,NET_ES210A,"38.45472221999999, -0.8033333299999998",NO,EEA Spain,µg/m³,3.0,2024-01-17T03:30:00+05:30
ES,CCAA Com. Valenciana,NET_ES210A,"38.24222222, -0.68277777",NO2,EEA Spain,µg/m³,1.0,2024-03-11T17:30:00+05:30
ES,Ayto Madrid,NET_ES131A,"40.42166665999999, -3.68222222",O3,EEA Spain,µg/m³,47.0,2024-03-11T14:30:00+05:30
ES,CCAA Murcia,NET_ES214A,"37.69361111, -1.06472222",SO2,EEA Spain,µg/m³,2.7,2024-03-11T17:30:00+05:30
ES,CCAA Castilla y León,NET_ES208A,"41.6206, -4.7467",NO,EEA Spain,µg/m³,20.0,2024-01-30T05:30:00+05:30
ES,CCAA Galicia,NET_ES212A,"43.377399999999994, -8.4369",NO2,EEA Spain,µg/m³,2.0,2024-03-11T17:30:00+05:30
ES,EMEP/VAG/CAMP,NET_ES058A,"43.43916999999999, -4.849722",NO2,EEA Spain,µg/m³,1.12,2024-03-11T16:30:00+05:30
ES,EMEP/VAG/CAMP,NET_ES058A,"39.54633299999999, -4.350417",O3,EEA Spain,µg/m³,85.79,2024-03-11T17:30:00+05:30
ES,CCAA Andalucía,NET_ES201A,"37.192992999999994, -1.9790790000000003",NO2,EEA Spain,µg/m³,2.0,2024-03-11T16:30:00+05:30
ES,CCAA Asturias,NET_ES203A,"43.551199999999994, -5.9197",NO2,EEA Spain,µg/m³,17.0,2024-03-11T17:30:00+05:30
ES,CCAA Cast. la Mancha,NET_ES207A,"38.67909999999999, -4.1078",SO2,EEA Spain,µg/m³,2.0,2024-03-11T17:30:00+05:30
ES,CCAA Galicia,NET_ES212A,"43.34304999999999, -8.44914",NO,EEA Spain,µg/m³,1.0,2024-03-01T05:30:00+05:30
ES,CCAA Galicia,NET_ES212A,"43.34304999999999, -8.44914",NO2,EEA Spain,µg/m³,7.2,2024-03-11T16:30:00+05:30
ES,CCAA Galicia,NET_ES212A,"43.45921, -8.24423",NO,EEA Spain,µg/m³,1.3,2024-03-01T05:30:00+05:30
ES,CCAA Galicia,NET_ES212A,"43.3828, -8.4092",NO,EEA Spain,µg/m³,1.3,2024-03-01T05:30:00+05:30
ES,CCAA Galicia,NET_ES212A,"43.312999999999995, -7.6937",NO,EEA Spain,µg/m³,1.0,2024-03-01T05:30:00+05:30
ES,CCAA Madrid,NET_ES213A,"40.63389999999999, -4.01425",SO2,EEA Spain,µg/m³,1.0,2024-03-11T17:30:00+05:30
ES,CCAA Madrid,NET_ES213A,"40.28759999999999, -3.2211000000000007",O3,EEA Spain,µg/m³,70.0,2024-03-11T13:30:00+05:30
ES,CCAA Navarra,NET_ES215A,"42.57899999999999, -1.284",O3,EEA Spain,µg/m³,86.0,2024-03-11T17:30:00+05:30
ES,CCAA Navarra,NET_ES215A,"42.898, -2.173",NO2,EEA Spain,µg/m³,9.0,2024-03-11T17:30:00+05:30
ES,CCAA Castilla y León,NET_ES208A,"41.31638888, -4.90916666",NO,EEA Spain,µg/m³,10.0,2024-01-30T04:30:00+05:30
ES,CCAA Andalucía,NET_ES201A,"36.52283, -6.225170000000001",PM10,EEA Spain,µg/m³,5.05,2024-03-11T16:30:00+05:30
ES,CCAA País Vasco,NET_ES216A,"43.30268000000001, -2.9772400000000006",PM2.5,EEA Spain,µg/m³,5.0,2024-03-11T16:30:00+05:30
ES,CCAA País Vasco,NET_ES216A,"43.14406999999999, -2.96337",O3,EEA Spain,µg/m³,77.0,2024-03-11T16:30:00+05:30
ES,CCAA País Vasco,NET_ES216A,"43.24558, -2.96048",NO2,EEA Spain,µg/m³,5.0,2024-03-11T13:30:00+05:30
ES,CCAA Cantabria,NET_ES206A,"43.011939999999996, -4.13556",NO2,EEA Spain,µg/m³,29.0,2024-03-11T15:30:00+05:30
ES,CCAA Castilla y León,NET_ES208A,"41.66555554999999, -3.68888888",NO,EEA Spain,µg/m³,4.0,2024-01-30T05:30:00+05:30
ES,CCAA Cast. la Mancha,NET_ES207A,"39.86809999999999, -4.0208",SO2,EEA Spain,µg/m³,4.0,2024-03-11T16:30:00+05:30
ES,CCAA País Vasco,NET_ES216A,"43.30939999999998, -2.0109",PM2.5,EEA Spain,µg/m³,5.0,2024-03-11T16:30:00+05:30
ES,CCAA País Vasco,NET_ES216A,"43.26874, -2.01913",NO2,EEA Spain,µg/m³,12.0,2024-03-11T11:30:00+05:30
ES,CCAA Aragón,NET_ES202A,"40.94666999999999, -0.29083",NO2,EEA Spain,µg/m³,3.0,2024-03-11T16:30:00+05:30
ES,CCAA País Vasco,NET_ES216A,"43.267500000000005, -1.9776999999999998",NO2,EEA Spain,µg/m³,10.0,2024-03-11T16:30:00+05:30
ES,CCAA País Vasco,NET_ES216A,"43.298399999999994, -2.9871",PM2.5,EEA Spain,µg/m³,0.0,2024-03-11T16:30:00+05:30
ES,CCAA País Vasco,NET_ES216A,"43.0642, -2.4904",PM10,EEA Spain,µg/m³,14.0,2024-03-11T16:30:00+05:30
ES,CCAA Cantabria,NET_ES206A,"43.15333, -4.25306",NO2,EEA Spain,µg/m³,0.01,2024-03-11T16:30:00+05:30
ES,CCAA País Vasco,NET_ES216A,"43.3621, -3.0228",PM10,EEA Spain,µg/m³,12.0,2024-03-11T15:30:00+05:30
ES,CCAA País Vasco,NET_ES216A,"43.405919999999995, -2.7031799999999997",NO2,EEA Spain,µg/m³,2.0,2024-03-11T15:30:00+05:30
ES,CCAA Galicia,NET_ES212A,"43.470799999999976, -7.8398",NO2,EEA Spain,µg/m³,1.0,2024-03-01T05:30:00+05:30
ES,CCAA Com. Valenciana,NET_ES210A,"39.96939999999999, 0.0089",PM10,EEA Spain,µg/m³,21.0,2024-02-01T04:30:00+05:30
ES,CCAA Madrid,NET_ES213A,"40.32419999999999, -3.8767700000000005",PM10,EEA Spain,µg/m³,45.0,2024-02-01T04:30:00+05:30
ES,CCAA Madrid,NET_ES213A,"40.28759999999999, -3.2211000000000007",NO2,EEA Spain,µg/m³,11.0,2024-02-01T04:30:00+05:30
ES,CCAA La Rioja,NET_ES217A,"42.46399999999999, -2.4280000000000004",O3,EEA Spain,µg/m³,5.0,2024-01-30T02:30:00+05:30
ES,CCAA Asturias,NET_ES203A,"43.5378, -5.6461",PM10,EEA Spain,µg/m³,65.0,2024-01-30T02:30:00+05:30
ES,CCAA Galicia,NET_ES212A,"42.9573, -7.5047",PM2.5,EEA Spain,µg/m³,34.0,2024-01-30T02:30:00+05:30
ES,CCAA Navarra,NET_ES215A,"42.80599999999999, -1.6529999999999998",SO2,EEA Spain,µg/m³,5.0,2024-01-30T02:30:00+05:30
ES,EMEP/VAG/CAMP,NET_ES058A,"38.47277999999999, -6.923333",SO2,EEA Spain,µg/m³,0.46,2024-01-30T02:30:00+05:30
ES,CCAA Galicia,NET_ES212A,"43.45389999999998, -7.8478",SO2,EEA Spain,µg/m³,3.2,2024-01-30T02:30:00+05:30
ES,CCAA Extremadura,NET_ES211A,"38.338989999999995, -6.41547",CO,EEA Spain,µg/m³,510.0,2024-01-30T02:30:00+05:30
ES,CCAA Galicia,NET_ES212A,"42.88779999999999, -8.5311",PM10,EEA Spain,µg/m³,37.0,2024-01-30T02:30:00+05:30
ES,A Coruña,ES1960A,"43.4927777694638, -8.25027777",NO2,EEA Spain,µg/m³,14.0,2024-01-30T01:30:00+05:30
ES,La Rioja,ES1779A,"42.4388899994652, -2.25028",NO2,EEA Spain,µg/m³,12.0,2024-01-30T01:30:00+05:30
ES,A Coruña,ES1867A,"43.48055554946381, -8.24138888",NO,EEA Spain,µg/m³,1.0,2024-01-02T05:30:00+05:30
ES,A Coruña,ES1867A,"43.48055554946381, -8.24138888",PM10,EEA Spain,µg/m³,23.0,2024-01-30T00:30:00+05:30
ES,A Coruña,ES1867A,"43.48055554946381, -8.24138888",CO,EEA Spain,µg/m³,200.0,2024-01-30T01:30:00+05:30
IT,RETE MONITORAGGIO ARIA REGIONE SARDEGNA,NET.IT280A,"39.260556, 9.136389",PM2.5,EEA Italy,µg/m³,8.3028,2024-03-11T10:30:00+05:30
IT,PROVINCIA DI SAVONA,NET.IT127A,"44.31537999999998, 8.48542",NO2,EEA Italy,µg/m³,8.24,2024-03-10T04:30:00+05:30
IT,Napoli,IT1497A,"40.862778, 14.254444",NO2,EEA Italy,µg/m³,33.92,2024-01-29T23:30:00+05:30
IT,Bolzano/Bozen,IT1696A,"46.43444, 11.33944",PM2.5,EEA Italy,µg/m³,22.42,2024-01-29T23:30:00+05:30
IT,Frosinone,IT2013A,"41.638889, 13.323333",NO2,EEA Italy,µg/m³,78.0,2024-01-29T23:30:00+05:30
IT,Roma,IT0825A,"41.9475, 12.46972",NO2,EEA Italy,µg/m³,60.0,2024-01-29T23:30:00+05:30
IT,Roma,IT0957A,"41.931389, 12.659167",NO2,EEA Italy,µg/m³,84.0,2024-01-29T22:30:00+05:30
IT,Rieti,IT0867A,"42.40417, 12.85833",NO2,EEA Italy,µg/m³,16.0,2024-01-29T07:30:00+05:30
IT,Roma,IT0884A,"42.157778, 11.908611",O3,EEA Italy,µg/m³,62.0,2024-01-29T22:30:00+05:30
IT,EDISON SPA,NET.IT278A,"45.821943999999995, 13.271389",NO,EEA Italy,µg/m³,9.83,2024-01-29T11:30:00+05:30
IT,Genova,IT1999A,"44.42751, 8.830278",SO2,EEA Italy,µg/m³,0.67,2024-01-29T04:30:00+05:30
IT,Bari,IT2145A,"41.08722, 16.78167",PM10,EEA Italy,µg/m³,11.34,2023-08-30T05:30:00+05:30
IT,RETE REGIONALE QUALITA' ARIA DEL VENETO,NET.IT281A,"45.63027799999998, 12.591667",NO2,EEA Italy,µg/m³,18.0,2024-03-11T15:30:00+05:30
IT,PIEMONTE - SISTEMA REGIONALE DI RILEVAMENTO DELLA QUALITA' DELL'ARIA,NET.IT224A,"45.075799999999994, 7.6782",NO2,EEA Italy,µg/m³,53.0,2024-03-11T15:30:00+05:30
IT,RETE REGIONALE QUALIT� ARIA AMBIENTE,NET.IT282A,"43.63333, 13.3875",PM2.5,EEA Italy,µg/m³,6.9,2024-03-11T15:30:00+05:30
IT,RETE REGIONALE QUALITA' DELL'ARIA DELLA TOSCANA,NET.IT279A,"42.93193999999999, 10.524170000000002",NO2,EEA Italy,µg/m³,14.0,2024-03-11T15:30:00+05:30
IT,RETE REGIONALE QUALITA' DELL'ARIA DELLA TOSCANA,NET.IT279A,"43.472779999999986, 11.141939999999998",PM10,EEA Italy,µg/m³,11.0,2024-03-11T04:30:00+05:30
IT,MONITORAGGIO AMBIENTALE DELLA REGIONE CAMPANIA A CURA DELL'A.R.P.A.C.,NET.IT116A,"41.04592000000001, 14.37809",NO2,EEA Italy,µg/m³,36.85,2024-03-11T11:30:00+05:30
IT,Rete di Rilevamento della Qualit� dell'Aria della Provincia di Mantova,NET.IT099A,"44.92466999999999, 10.5172",O3,EEA Italy,µg/m³,32.42109,2024-03-11T15:30:00+05:30
IT,Rete di Rilevamento della Qualit� dell'Aria della Provincia di Como,NET.IT108A,"45.809444000000006, 9.222778",PM2.5,EEA Italy,µg/m³,2.83,2024-03-11T14:30:00+05:30
IT,Regione Lazio,NET.IT112A,"41.730447, 13.004055999999999",O3,EEA Italy,µg/m³,49.0,2024-03-11T15:30:00+05:30
IT,MONITORAGGIO AMBIENTALE DELLA REGIONE CAMPANIA A CURA DELL'A.R.P.A.C.,NET.IT116A,"40.92087, 14.389460000000003",CO,EEA Italy,µg/m³,360.0,2024-03-11T15:30:00+05:30
IT,MONITORAGGIO AMBIENTALE DELLA REGIONE CAMPANIA A CURA DELL'A.R.P.A.C.,NET.IT116A,"40.92087, 14.389460000000003",SO2,EEA Italy,µg/m³,0.16,2024-03-11T15:30:00+05:30
IT,MONITORAGGIO AMBIENTALE DELLA REGIONE CAMPANIA A CURA DELL'A.R.P.A.C.,NET.IT116A,"40.79888999999999, 14.17941",CO,EEA Italy,µg/m³,170.0,2024-03-11T15:30:00+05:30
IT,RETE REGIONALE DI RILEVAMENTO DELLA QUALITÀ DELL'ARIA DI ARPA SICILIA,NET.IT250A,"38.174624, 15.271443000000001",PM10,EEA Italy,µg/m³,17.7397,2024-03-11T15:30:00+05:30
IT,RETE REGIONALE DI RILEVAMENTO DELLA QUALITÀ DELL'ARIA DI ARPA SICILIA,NET.IT250A,"37.529257, 15.081122",NO2,EEA Italy,µg/m³,11.736758,2024-03-11T11:30:00+05:30
IT,RETE REGIONALE DI RILEVAMENTO DELLA QUALITÀ DELL'ARIA DI ARPA SICILIA,NET.IT250A,"37.182373999999996, 15.128831",NO2,EEA Italy,µg/m³,1.4773088,2024-03-11T11:30:00+05:30
IT,RETE REGIONALE DI RILEVAMENTO DELLA QUALITÀ DELL'ARIA DI ARPA SICILIA,NET.IT250A,"37.145943, 14.395551999999999",NO2,EEA Italy,µg/m³,18.969551,2024-03-11T11:30:00+05:30
IT,RETE REGIONALE DI RILEVAMENTO DELLA QUALITÀ DELL'ARIA DI ARPA SICILIA,NET.IT250A,"37.065105, 14.261254000000001",SO2,EEA Italy,µg/m³,2.3170862,2024-03-11T15:30:00+05:30
IT,RETE REGIONALE DI RILEVAMENTO DELLA QUALITÀ DELL'ARIA DI ARPA SICILIA,NET.IT250A,"37.075693, 14.223844",NO2,EEA Italy,µg/m³,8.870008,2024-03-11T13:30:00+05:30
IT,RETE REGIONALE DI RILEVAMENTO DELLA QUALITÀ DELL'ARIA DI ARPA SICILIA,NET.IT250A,"37.29924, 13.551601",NO2,EEA Italy,µg/m³,8.717923,2024-03-11T02:30:00+05:30
IT,RETE REGIONALE DI RILEVAMENTO DELLA QUALITÀ DELL'ARIA DI ARPA SICILIA,NET.IT250A,"37.29924, 13.551601",CO,EEA Italy,µg/m³,163.67237,2024-03-11T15:30:00+05:30
IT,RETE DI RILEVAMENTO QUALITA' DELL'ARIA DISTRETTI CHIETI-PESCARA,NET.IT256A,"42.42139, 14.27917",O3,EEA Italy,µg/m³,66.0,2024-03-11T15:30:00+05:30
IT,RETE DI RILEVAMENTO QUALITA' DELL'ARIA DISTRETTI CHIETI-PESCARA,NET.IT256A,"42.42139, 14.27917",PM2.5,EEA Italy,µg/m³,4.0,2024-02-12T04:30:00+05:30
IT,RETE DI RILEVAMENTO QUALITA' DELL'ARIA DISTRETTI CHIETI-PESCARA,NET.IT256A,"42.34611, 14.137780000000001",PM2.5,EEA Italy,µg/m³,1.0,2024-02-12T04:30:00+05:30
IT,A2A,NET.IT268A,"45.80517999999999, 13.522050000000002",O3,EEA Italy,µg/m³,47.12,2024-03-11T15:30:00+05:30
IT,A2A,NET.IT268A,"45.80517999999999, 13.522050000000002",SO2,EEA Italy,µg/m³,4.52,2024-03-11T15:30:00+05:30
IT,A2A,NET.IT268A,"45.84298999999999, 13.54308",NO2,EEA Italy,µg/m³,8.05,2024-03-11T15:30:00+05:30
IT,A2A,NET.IT268A,"45.83643, 13.50112",O3,EEA Italy,µg/m³,34.25,2024-03-11T15:30:00+05:30
IT,RETE DI RILEVAMENTO QA DELLA ZONA DI PIANURA,NET.IT276A,"46.070829999999994, 13.22972",PM10,EEA Italy,µg/m³,20.07,2024-03-11T15:30:00+05:30
IT,Rete di Rilevamento della Qualit� dell'Aria della Provincia di Cremona,NET.IT109A,"45.36721999999999, 9.705000000000002",SO2,EEA Italy,µg/m³,2.070634,2022-03-14T18:30:00+05:30
IT,Rete di Rilevamento della Qualit� dell'Aria della Provincia di Cremona,NET.IT109A,"45.142222, 10.045833",O3,EEA Italy,µg/m³,31.81373,2024-03-11T15:30:00+05:30
IT,RETE REGIONALE UMBRIA,NET.IT252A,"43.273888999999976, 12.611667000000002",SO2,EEA Italy,µg/m³,1.3,2024-03-11T15:30:00+05:30
IT,RETE REGIONALE UMBRIA,NET.IT252A,"43.133056, 12.205833",O3,EEA Italy,µg/m³,76.0,2024-03-11T15:30:00+05:30
IT,RETE REGIONALE UMBRIA,NET.IT252A,"43.10443999999999, 12.37472",NO,EEA Italy,µg/m³,2.0,2024-03-11T15:30:00+05:30
IT,RETE REGIONALE UMBRIA,NET.IT252A,"42.73972, 12.737220000000002",NO2,EEA Italy,µg/m³,21.9,2024-03-11T15:30:00+05:30
IT,Rete di Rilevamento della Qualit� dell'Aria della Provincia di Sondrio,NET.IT114A,"46.167221999999995, 9.870556",PM10,EEA Italy,µg/m³,14.727915,2024-03-11T15:30:00+05:30
IT,Rete di Rilevamento della Qualit� dell'Aria della Provincia di Lodi,NET.IT158A,"45.23499999999999, 9.666939999999999",O3,EEA Italy,µg/m³,39.15889,2024-03-11T15:30:00+05:30
IT,Rete di Rilevamento della Qualit� dell'Aria della Provincia di Varese,NET.IT110A,"45.58288714, 8.83449244",PM10,EEA Italy,µg/m³,9.08247,2024-03-11T12:30:00+05:30
IT,Rete di Rilevamento della Qualit� dell'Aria della Provincia di Mantova,NET.IT099A,"45.41083, 10.691939999999999",PM10,EEA Italy,µg/m³,8.14,2024-03-11T13:30:00+05:30
